insertCollisions, searchCollisions
0
3
3
4
10
14
20
21
29
35
48
56
66
72
82
92
97
104
115
128
140
155
173
190
216
230
249
265
286
300
321
339
356
369
385
408
424
437
461
477
503
521
538
560
579
599
611
628
648
668
688
716
732
750
770
788
817
843
860
877
895
924
943
972
992
1013
1035
1055
1074
1089
1108
1129
1153
1174
1196
1210
1230
1245
1268
1293
1319
1342
1363
1387
1407
1426
1447
1467
1482
1502
1528
1551
1578
1599
1620
1633
1662
1681
1696
1719
1746
1771
1785
1809
1833
1860
1875
1892
1903
1922
1947
1976
2005
2029
2048
2067
2087
2102
2130
2148
2161
2182
2210
2231
2250
2274
2299
2322
2344
2366
2391
2415
2436
2456
2480
2499
2526
2545
2571
2594
2610
2628
2644
2661
2679
2696
2708
2725
2750
2765
2792
2816
2827
2850
2879
2900
2925
2943
2963
2983
3011
3033
3055
3073
3098
3127
3153
3189
3213
3238
3257
3283
3303
3338
3366
3398
3430
3461
3489
3525
3549
3580
3614
3647
3681
3711
3741
3771
3805
3837
3879
3917
3961
4000
4029
4071
4112
4162
4200
4243
4285
4326
4369
4399
4445
4493
4541
4582
4628
4670
4720
4773
4818
4863
4916
4957
5011
5067
5117
5170
5224
5274
5313
5353
5404
5449
5492
5543
5599
5651
5706
5755
5801
5850
5915
5967
6025
6069
6124
6188
6236
6297
6350
6402
6446
6502
6556
6604
6651
6704
6756
6808
6857
6913
6955
7009
7059
7115
7161
7211
7256
7300
7355
7410
7460
7510
7565
7618
7672
7718
7772
7825
7886
7940
7996
8045
8094
8140
8191
8238
8287
8348
8404
8455
8506
8560
8604
8665
8706
8745
8792
8843
8888
8943
8993
9041
9101
9152
9204
9253
9311
9367
9426
9473
9520
9575
9628
9673
9726
9772
9827
9878
9932
9991
10041
10098
10154
10212
10261
10312
10365
10417
10480
10530
10577
10631
10676
10728
10787
10838
10891
10940
10996
11042
11091
11142
11193
11259
11309
11360
11414
11469
11515
11566
11617
11668
11729
11786
11838
11874
11929
11980
12036
12091
12142
12190
12245
12300
12351
12398
12454
12506
12558
12614
12670
12725
12776
12826
12882
12933
12993
13048
13105
13166
13214
13261
13317
13375
13434
13489
13552
13608
13663
13726
13788
13852
13915
13982
14034
14095
14156
14216
14271
14339
14393
14455
14512
14577
14638
14702
=====================================
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
1
1
1
1
2
2
2
2
2
2
2
2
2
3
3
3
3
3
4
5
5
6
6
7
7
8
9
9
9
9
12
12
13
14
15
17
19
23
25
28
30
32
35
38
38
40
41
45
48
49
50
52
52
55
59
65
68
72
73
74
77
79
86
89
92
98
104
107
112
114
120
124
125
126
130
137
144
147
153
156
162
171
177
185
196
204
210
215
222
231
239
247
253
257
263
275
283
292
301
311
322
336
350
359
367
377
389
396
403
418
429
439
447
458
467
482
491
497
508
519
534
545
557
573
588
599
607
620
632
646
663
675
688
697
710
718
729
747
768
782
795
804
813
826
845
861
877
888
905
918
925
933
947
964
973
987
1000
1012
1026
1037
1055
1069
1083
1101
1115
1123
1143
1158
1173
1184
1202
1218
1233
1249
1268
1284
1297
1312
1324
1332
1349
1373
1386
1400
1419
1442
1458
1473
1492
1507
1530
1545
1562
1580
1602
1614
1633
1653
1675
1688
1703
1723
1748
1774
1793
1810
1830
1850
1865
1890
1907
1929
1948
1960
1973
1994
2022
2034
2052
2080
2103
2118
2132
2152
2170
2187
2213
2229
2252
2262
2278
2298
2321
2336
2346
2365
2385
2409
2428
2449
2466
2484
2499
2519
2543
