0.3
0.14
0.16
0.13
0.15
0.13
0.11
0.14
0.11
0.13
0.11
0.11
0.12
0.1
0.12
0.1
0.1
0.12
0.09
0.09
0.12
0.09
0.12
0.09
0.08
0.12
0.09
0.11
0.08
0.08
0.11
0.08
0.11
0.08
0.08
0.11
0.08
0.07
0.14
0.08
0.11
0.07
0.07
0.11
0.08
0.11
0.07
0.07
0.1
0.07
0.1
0.08
0.07
0.1
0.07
0.1
0.07
0.07
0.1
0.07
0.07
0.1
0.07
0.1
0.07
0.07
0.11
0.07
0.1
0.07
0.07
0.11
0.07
0.1
0.07
0.07
0.11
0.07
0.1
0.07
0.07
0.1
0.07
0.07
0.11
0.07
0.1
0.07
0.07
0.1
0.07
0.1
0.07
0.07
0.11
0.07
0.1
0.07
0.07
0.1
0.07
0.07
0.1
0.08
0.1
0.07
0.07
0.1
0.07
0.1
0.07
0.07
0.11
0.07
0.1
0.07
0.07
0.1
0.07
0.1
0.07
0.07
0.11
0.07
0.07
0.1
0.07
0.1
0.07
0.07
0.11
0.07
0.1
0.07
0.07
0.1
0.07
0.11
0.07
0.07
0.1
0.08
0.1
0.08
0.08
0.1
0.08
0.07
0.11
0.07
0.1
0.07
0.07
0.11
0.08
0.1
0.08
0.11
0.11
0.08
0.11
0.07
0.07
0.11
0.08
0.08
0.11
0.08
0.1
0.08
0.07
0.11
0.07
0.11
0.08
0.07
0.11
0.08
0.11
0.07
0.08
0.11
0.08
0.11
0.07
0.07
0.11
0.08
0.08
0.11
0.08
0.1
0.08
0.08
0.11
0.08
0.11
0.08
0.08
0.11
0.08
0.11
0.08
0.08
0.11
0.08
0.11
0.08
0.08
0.11
0.08
0.08
0.11
0.08
0.11
0.08
0.08
0.11
0.08
0.11
0.08
0.08
0.11
0.08
0.11
0.08
0.07
0.11
0.08
0.08
0.11
0.08
0.11
0.08
0.08
0.11
0.08
0.1
0.08
0.08
0.11
0.08
0.11
0.08
0.08
0.11
0.08
0.11
0.08
0.08
0.11
0.08
0.08
0.11
0.08
0.11
0.08
0.08
0.11
0.08
0.11
0.08
0.08
0.11
0.08
0.11
0.08
0.08
0.11
0.08
0.11
0.08
0.08
0.11
0.08
0.08
0.11
0.08
0.11
0.08
0.08
0.11
0.08
0.11
0.08
0.08
0.11
0.08
0.11
0.08
0.08
0.11
0.08
0.08
0.11
0.08
0.11
0.08
0.08
0.11
0.08
0.11
0.08
0.08
0.11
0.08
0.11
0.08
0.08
0.11
0.08
0.11
0.08
0.08
0.11
0.08
0.08
0.11
0.08
0.12
0.12
0.09
0.12
0.08
0.13
0.08
0.08
0.12
0.09
0.12
0.09
0.08
0.12
0.08
0.12
0.09
0.09
0.12
0.09
0.09
0.12
0.08
0.44
0.09
0.09
0.12
0.09
0.13
0.09
0.09
0.13
0.09
0.12
0.09
0.09
0.13
0.09
0.09
0.12
0.09
0.12
0.09
0.09
0.12
0.09
0.12
0.09
0.09
0.13
0.09
0.12
0.09
0.09
0.13
0.09
0.12
0.09
0.08
0.12
0.09
0.09
0.13
0.09
0.11
0.09
0.09
0.12
0.13
0.18
0.14
0.12
0.16
0.14
0.19
0.14
0.14
0.19
0.1
0.14
0.1
