SEARCH TIMES: 
75.81
76.22
76.15
76.57
77.11
77.3
77.13
77.69
77.82
78.59
78.23
82.05
83.14
78.86
79.8
79.66
80.02
79.53
80.41
80.42
80.68
80.97
80.83
81.66
81.82
81.79
82.05
82.12
82.92
82.92
83.12
83.05
84.41
85.07
84.24
85.05
84.51
84.79
85.28
87.08
85.42
86.6
86.1
87.01
87.03
87.58
89.46
87.65
88
88.29
89.69
88.88
89.15
89.17
89.72
89.67
89.8
90.57
90.11
90.43
90.91
91.13
91.7
91.45
92.11
92.03
92.2
92.3
92.57
92.86
92.83
94.26
93.7
93.84
94.62
94.35
94.4
94.55
95.18
95.73
96.93
96.27
96.88
96.96
97.19
97.64
99.58
98.48
98.12
98.2
98.72
98.55
98.81
99.24
99.3
