SEARCH TIMES: 
75.76
76.02
76.56
76.54
76.83
77.09
80.67
82.43
80.06
78.38
78.02
78.8
78.92
79
79.8
80.01
80.06
80.08
81.19
80.85
80.89
81.2
81.28
82.02
82.85
82.36
82.68
83.57
83.3
83.83
83.53
84.21
84.36
85.54
84.75
85.31
88.29
85.7
88.83
88.76
86.02
86.59
86.81
87.05
87.18
87.16
87.72
88.22
89.88
91.57
88.27
88.68
88.88
89.34
88.99
89.61
89.82
90.61
90.1
90.76
90.78
90.77
91.24
91.47
92.38
92.26
92.25
92.64
94.87
96.53
100.4
95.72
93.98
94.28
94.46
99.82
97.79
94.86
95.92
95.72
96.24
96.11
96.53
96.35
96.95
96.85
96.81
97.88
97.93
97.71
98.13
98.68
98.55
99.18
99.27
