SEARCH TIMES: 
0.15
0.25
0.38
0.47
0.62
0.76
0.82
0.99
1.1
1.27
1.37
1.59
1.66
1.86
2.26
1.96
2.07
2.3
2.25
2.34
2.82
2.7
2.81
2.93
3.22
3.25
3.47
3.86
4
4.1
4.23
4.22
4.19
4.25
4.31
5.17
4.41
5.21
5.2
5.09
4.44
5.33
6.34
5.52
5.52
5.63
5.53
5.4
6.58
6.09
6.12
6.34
6.15
6.88
6.72
6.76
7.37
7.6
7.7
6.61
7.12
7.69
8.17
7.52
8.04
7.09
8.39
8.36
8.32
8.14
7.87
8.66
8.96
9.16
8.75
8.95
9.93
8.9
10.73
9.71
9.38
9.81
9.56
10.59
10.76
9.82
9.86
10.71
9.25
11.54
11.01
10.9
10.44
10.86
11.7
11.38
11.54
12.68
10.85
11.84
11.66
14.66
12.65
12.56
12.05
12.82
13.29
14.21
12.39
12.57
13.97
13.13
14.54
14.29
14.55
13.48
14.25
14.84
14.1
14.03
13.79
15.55
14.48
14.68
14.23
15.21
13.73
14.12
16.44
13.74
16.01
14.73
17.08
15.59
17.17
17.21
15.69
16.54
16.93
17.44
16.55
15.19
14.92
18.73
17.24
17.9
17.13
18.98
18.43
16.91
15.39
16.93
15.7
17.89
16.7
17.4
16.47
17.32
17.67
19.08
19.39
19.61
20.68
19.88
20.86
20.25
18.73
20.3
17.81
21.85
18.41
23.39
19.59
18.96
21.83
22.07
20.52
19.98
19.59
20.71
21.5
19.54
22.27
22
19.08
21.28
21.59
21.81
22.58
21.49
23.15
20.27
20.35
21.72
24.1
23.93
23.43
24.27
24.29
25.04
23.34
23.33
25.69
25.57
25.08
23.28
23.14
20.92
22.41
23.16
25.34
22.19
26.71
26.51
25.46
23.16
25.54
23.93
21.28
25.04
25.03
24.4
28.16
25.61
25.22
24.46
27.15
24.67
24.38
25.21
28.59
24.89
23.89
26.65
25.94
24.5
26.46
26.75
28.85
24.73
29.39
26.92
27.59
25.73
27.81
27.5
29.6
26.96
26.62
29.21
28.85
26.56
26.23
27.03
28.27
28.05
27.24
28.34
32.45
26.07
29.66
26.08
29.95
31.59
31.15
31.5
25.55
33.25
27.2
28.97
33.66
27.92
29.66
26.16
30.12
29.99
28.16
33.35
31.44
29.27
29.18
31.02
26.28
35.47
28.57
28.55
28.88
27.91
30.64
35.69
32.23
29.49
33.77
31.87
34.98
32.37
29.71
33.81
29.99
35.5
34.85
28.31
35.88
34.59
35.08
35.04
36.19
31.83
29.81
33.99
31.82
34.49
33.27
31.81
36.89
32.46
34.23
33.43
37.4
33.5
37.01
34.27
37.75
35.39
37.07
35.11
35.08
38.09
34.13
35.47
37.69
37.83
31.33
34.11
35.37
36.56
36.57
39.76
39.63
34.92
34.45
38.28
40.46
34.02
38.58
41.4
39.9
32.74
39.24
38.64
43.32
36.01
37.88
41.07
41.7
37.98
35.77
36.47
37
38.98
34.36
37.17
41.82
37
39.11
34.03
41.14
43.02
40.47
41.7
40.99
43.41
37.78
41.07
45.78
41.08
40.63
37.07
39.19
39.5
38.1
41.67
49.08
39.89
39.61
41.99
42.27
41.42
36.31
40.3
40.07
37.31
36.7
40.64
41.95
41.99
45.65
41.51
41.1
43.33
==================================
INSERT TIMES: 
0.17
0.4
0.63
0.88
1.12
1.36
1.62
1.86
2.13
2.4
2.6
2.85
3.1
3.34
3.61
3.86
4.07
4.42
4.66
4.82
5.07
5.31
5.66
6.07
6.15
6.65
6.96
7.06
7.43
7.51
7.63
7.83
8.1
8.25
8.56
9.27
9.68
9.55
9.6
9.87
10.27
10.85
11.34
11.32
11.05
11.22
12.02
12.34
12.1
12.47
12.49
12.73
13.05
13.24
13.53
13.91
14.09
14.22
14.55
14.92
14.95
15.26
16.12
16.33
16.14
16.36
16.38
16.85
17.74
17.32
17.5
17.71
17.9
18.31
19.44
20.53
19.51
19.31
19.61
19.96
20.22
20.65
20.57
21.2
21.57
21.65
21.65
22.6
22.04
22.38
22.79
22.98
23.32
23.35
23.81
23.95
24.84
24.89
24.53
24.92
25.54
26.05
26.12
25.84
26.27
26.39
26.69
26.8
27.42
27.44
27.85
27.89
28.06
28.48
28.58
28.9
29.17
29.32
29.63
29.82
30.97
30.83
30.66
30.85
31.41
31.31
31.62
31.96
32.04
32.53
32.4
32.89
33.07
33.42
33.61
33.7
34.01
34.38
34.54
34.71
35.11
35.98
35.48
35.83
35.97
36.38
36.53
36.68
36.88
37.31
37.61
37.71
37.99
38.2
38.66
38.95
39.02
39.21
39.54
39.9
40.1
40.3
40.61
41.85
41.19
44.07
43.13
41.61
42.15
42.1
42.36
42.49
42.96
43.19
43.37
43.63
43.78
44.01
44.35
44.6
44.81
45.09
45.39
45.6
48.01
49.21
48.9
49.75
48.95
49.52
47.8
47.62
47.96
48.1
48.51
50.58
51.35
51.25
52.66
51.36
50.03
50.82
50.55
50.51
51.22
51.26
55.06
53.29
55.03
55.12
56.09
52.52
53.14
52.91
53.28
53.54
53.82
53.87
54.25
54.49
54.75
54.93
55.45
56.11
55.93
55.95
56.34
56.75
56.86
57.04
57.46
58.33
58.25
58.06
58.19
58.51
59.88
60.41
59.32
59.8
59.67
60.51
60.16
60.39
60.88
61.22
61.49
61.61
62.09
62.33
62.31
63.31
63.23
63.09
63.89
63.57
64.51
63.91
64.16
64.29
64.78
66
65.17
65.44
65.72
65.75
66.42
66.32
66.81
66.92
67.13
67.72
67.48
67.9
68.34
68.41
68.64
68.91
69.19
69.4
69.57
69.76
70.23
70.4
70.79
70.76
71.05
71.51
71.45
71.7
72.41
72.48
72.67
73.39
73.42
73.21
73.54
73.86
74.1
74.28
74.95
74.9
75.14
75.32
75.46
