insertCollisions, searchCollisions
0
0
0
0
2
3
3
5
6
7
11
11
14
17
27
31
32
34
39
46
53
57
68
69
71
77
83
87
97
108
118
128
144
150
160
172
182
198
206
213
228
241
249
255
262
273
283
292
299
313
326
335
346
355
365
382
399
412
427
443
457
471
484
491
510
530
544
565
579
590
610
626
645
662
681
706
731
751
766
784
795
810
828
848
870
888
915
932
951
973
1002
1022
1040
1056
1079
1098
1116
1140
1165
1195
1226
1252
1276
1303
1335
1352
1387
1419
1447
1477
1505
1532
1565
1591
1615
1644
1671
1702
1737
1762
1792
1821
1860
1882
1913
1938
1965
2000
2030
2060
2089
2129
2164
2197
2225
2260
2291
2332
2370
2401
2428
2472
2507
2553
2591
2631
2671
2704
2741
2776
2812
2847
2883
2927
2969
3003
3050
3087
3129
3168
3203
3242
3272
3306
3348
3390
3428
3474
3515
3563
3605
3633
3666
3713
3759
3803
3844
3888
3931
3974
4026
4065
4114
4163
4207
4248
4291
4336
4381
4423
4471
4513
4564
4615
4657
4706
4762
4809
4869
4919
4972
5018
5068
5126
5173
5226
5283
5334
5386
5441
5492
5547
5597
5655
5712
5762
5823
5878
5935
5995
6053
6110
6164
6216
6268
6325
6372
6436
6487
6548
6611
6676
6728
6792
6847
6901
6965
7024
7086
7147
7211
7275
7336
7399
7465
7530
7599
7667
7729
7792
7862
7922
7992
8052
8106
8170
8232
8296
8371
8421
8484
8549
8612
8676
8742
8806
8878
8946
9014
9080
9152
9223
9291
9367
9434
9497
9560
9627
9700
9772
9836
9906
9979
10047
10123
10196
10267
10343
10411
10480
10549
10628
10699
10771
10839
10919
10998
11075
11145
11217
11295
11372
11446
11520
11605
11686
11761
11838
11912
11989
12067
12141
12215
12295
12373
12453
12532
12608
12689
12771
12847
12925
13014
13096
13177
13255
13341
13424
13509
13591
13673
13753
13834
13919
14009
14094
14180
14264
14350
14440
14527
14612
14695
14783
14874
14965
15049
15136
15217
15302
15385
15474
15561
15647
15736
15826
15915
16005
16089
16176
16268
16359
16449
16538
16626
16717
16808
16901
16993
17084
17178
17271
17362
17455
17549
17646
17739
17835
17927
18024
18115
18211
18308
18406
18503
18601
18696
18790
18885
18981
19075
19173
19270
19370
19467
19565
19663
19762
19862
19962
=====================================
0
0
0
0
0
1
1
2
2
2
3
4
4
5
7
8
9
9
9
12
13
13
13
16
16
17
18
19
22
23
26
29
30
33
35
38
42
43
46
49
54
58
61
65
67
69
69
69
72
76
78
81
85
90
93
96
97
99
102
107
111
117
119
124
129
135
139
142
148
152
157
164
172
175
178
182
186
190
199
205
209
216
221
225
232
236
244
251
260
264
270
274
279
288
298
304
312
323
327
334
343
349
355
365
370
377
382
388
392
395
400
413
418
424
431
437
448
458
468
472
480
489
499
507
515
524
532
542
554
561
568
579
586
590
602
616
619
627
640
646
659
672
681
696
702
712
724
736
746
758
764
771
785
795
810
826
835
841
850
857
871
880
896
909
916
927
936
947
962
974
979
992
1005
1013
1020
1030
1048
1059
1069
1080
1090
1101
1115
1129
1140
1150
1166
1183
1200
1210
1226
1236
1249
1263
1275
1285
1309
1322
1334
1350
1365
1377
1386
1405
1420
1433
1444
1461
1476
1494
1508
1519
1530
1545
1561
1572
1590
1605
1629
1649
1664
1681
1703
1724
1744
1763
1785
1800
1811
1832
1856
1873
1892
1908
1917
1946
1964
1983
1999
2016
2034
2058
2078
2095
2110
2127
2140
2159
2179
2198
2214
2234
2251
2279
2300
2315
2331
2356
2365
2381
2401
2421
2441
2456
2479
2491
2518
2538
2559
2581
2604
2625
2639
2664
2689
2714
2740
2770
2794
2814
2842
2863
2882
2905
2929
2948
2966
2989
3011
3040
3066
3089
3112
3130
3151
3182
3206
3229
3249
3271
3293
3313
3337
3357
3374
3392
3416
3441
3467
3489
3513
3539
3562
3581
3609
3637
3660
3686
3709
3728
3751
3779
3809
3841
3866
3891
3914
3939
3961
3988
4015
4039
4061
4088
4111
4128
4154
4183
4210
4234
4264
4292
4317
4339
4360
4382
4407
4440
4474
4502
4537
4567
4598
4633
4664
4695
4732
4764
4798
4830
4863
4892
4920
4948
4973
5004
5033
5070
5105
5134
5174
5204
5241
5265
5287
5313
5339
5365
5397
5433
5458
5499
5531
5556
5593
5619
5658
5684
5717
5745
5787
5822
5846
5874
5900
5930
5956
5985
6022
6065
