insertCollisions, searchCollisions
0
3
3
4
10
15
21
23
31
37
51
60
71
78
89
100
106
114
125
139
152
168
187
205
232
249
271
292
314
329
352
372
389
405
423
448
465
483
510
530
558
579
598
624
651
676
690
709
730
753
777
808
830
851
873
895
927
953
976
998
1020
1056
1080
1113
1135
1160
1183
1206
1232
1250
1274
1300
1330
1354
1380
1399
1425
1441
1467
1495
1523
1554
1578
1607
1630
1653
1679
1701
1722
1745
1775
1801
1833
1857
1883
1898
1929
1952
1969
1999
2030
2059
2079
2106
2133
2162
2182
2201
2216
2239
2268
2302
2337
2362
2384
2406
2429
2451
2484
2504
2523
2547
2579
2604
2625
2651
2680
2708
2733
2757
2787
2813
2839
2863
2895
2916
2947
2971
2998
3025
3046
3068
3087
3116
3140
3162
3178
3197
3224
3243
3271
3299
3315
3341
3373
3399
3425
3447
3472
3493
3526
3552
3575
3598
3627
3658
3688
3727
3755
3781
3804
3832
3856
3893
3927
3964
4002
4038
4071
4114
4150
4187
4225
4262
4300
4340
4378
4414
4452
4496
4543
4584
4637
4683
4724
4774
4823
4882
4933
4985
5038
5086
5141
5191
5246
5310
5371
5430
5487
5545
5606
5673
5731
5787
5850
5909
5980
6047
6121
6189
6261
6333
6398
6462
6538
6601
6668
6744
6818
6888
6964
7033
7103
7170
7246
7317
7397
7463
7538
7620
7693
7778
7853
7927
8001
8073
8154
8228
8307
8385
8457
8535
8607
8684
8750
8830
8901
8989
9058
9134
9207
9279
9354
9432
9513
9586
9661
9733
9803
9885
9958
10033
10116
10192
10272
10351
10426
10498
10569
10644
10720
10798
10877
10947
11022
11094
11171
11250
11320
11388
11463
11533
11608
11688
11764
11838
11916
11986
12063
12137
12208
12279
12361
12436
12508
12591
12670
12742
12815
12882
12962
13036
13111
13191
13267
13341
13417
13495
13572
13646
13719
13793
13875
13947
14024
14105
14178
14255
14333
14410
14493
14565
14647
14717
14797
14874
14948
15031
15110
15190
15272
15348
15429
15502
15580
15654
15732
15812
15889
15952
16034
16113
16188
16262
16337
16410
16493
16574
16653
16722
16794
16868
16956
17039
17121
17201
17275
17350
17432
17515
17596
17678
17761
17847
17928
18005
18094
18179
18261
18347
18436
18523
18610
18702
18794
18884
18976
19072
19160
19254
19347
19442
19536
19634
19730
19829
19927
20022
20117
20217
=====================================
0
0
0
0
0
0
0
0
0
0
0
0
1
1
2
3
3
3
4
4
6
7
7
7
7
9
9
11
13
14
15
15
16
18
19
19
20
22
24
26
29
29
31
32
32
32
33
34
34
36
36
36
36
43
46
49
49
52
53
53
55
58
62
69
75
77
77
78
78
80
84
85
87
89
90
91
97
100
100
104
109
110
114
115
120
124
127
128
132
133
136
139
144
145
149
151
155
156
160
165
168
170
172
177
179
181
185
186
190
196
200
203
207
210
212
216
220
225
227
231
237
242
247
252
255
260
263
266
274
280
282
288
291
295
299
301
306
307
313
317
320
325
330
335
338
342
346
348
352
355
358
359
362
364
369
373
376
377
384
387
393
398
402
408
415
419
425
430
435
442
446
453
459
463
467
473
477
480
483
492
498
501
504
509
512
519
522
527
533
536
543
550
555
562
571
579
584
588
593
599
604
607
611
618
625
629
640
651
657
664
672
680
692
697
707
715
719
734
743
753
764
772
782
798
804
811
822
831
841
852
867
879
893
906
911
925
938
950
966
984
998
1006
1030
1043
1058
1069
1088
1099
1124
1136
1151
1166
1185
1204
1223
1250
1263
1277
1291
1313
1329
1336
1362
1383
1399
1419
1435
1453
1476
1487
1515
1533
1548
1572
1592
1612
1632
1664
1681
1701
1718
1738
1759
1779
1798
1822
1843
1857
1878
1901
1924
1946
1970
1998
2018
2044
2067
2091
2115
2138
2159
2181
2208
2231
2249
2281
2303
2328
2368
2393
2419
2446
2475
2498
2532
2558
2588
2618
2654
2677
2707
2735
2750
2778
2806
2832
2856
2882
2906
2930
2954
2982
3010
3033
3053
3083
3108
3144
3177
3211
3242
3269
3296
3327
3359
3394
3422
3437
3466
3502
3536
3562
3585
3620
3652
3684
3714
3739
3768
3806
3826
3853
3887
3916
3949
3976
4015
4058
4088
4120
4152
4187
4229
4267
4307
4333
4365
4399
4426
4450
4483
4511
4542
4577
4609
4641
4675
4710
4747
4781
4816
4853
4887
4930
4964
4993
5035
5078
5113
5153
